thread,activation,varDict,count,lock,kind,scope,executable,line,prefix,source,package,raw
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">A>","""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">>>","""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE","36","*-*","self~positive~opposite = self~negative","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">V>","SELF => ""The infinity class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">M>","""POSITIVE"" => ""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">V>","SELF => ""The infinity class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">M>","""NEGATIVE"" => ""The negative infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">A>","""The negative infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">>>","""The negative infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE","37","*-*","self~complex~opposite = self~complex","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">V>","SELF => ""The infinity class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">M>","""COMPLEX"" => ""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">V>","SELF => ""The infinity class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">M>","""COMPLEX"" => ""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">A>","""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">>>","""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE","39","*-*",".GlobalVariable~declare(""INFINITY"", self~positive)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">E>",".GLOBALVARIABLE => ""The GlobalVariable class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">L>","""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">A>","""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">V>","SELF => ""The infinity class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">M>","""POSITIVE"" => ""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">A>","""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A16","V3",".",".","method","GlobalVariable","DECLARE",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE","16","*-*","expose values","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE","17","*-*","use strict arg name, value","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">>>","""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">=>","NAME <= ""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">>>","""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">=>","VALUE <= ""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE","18","*-*","name = name~upper","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","NAME => ""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">M>","""UPPER"" => ""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">>>","""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">=>","NAME <= ""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE","19","*-*","if name == value","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","NAME => ""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","VALUE => ""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A17","V6",".",".","method","infinity","MAKESTRING",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A17","V6","00001","*","method","infinity","MAKESTRING","80","*-*","return self~objectName","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A17","V6","00001","*","method","infinity","MAKESTRING",".",">V>","SELF => ""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A17","V6","00001","*","method","infinity","MAKESTRING",".",">M>","""OBJECTNAME"" => ""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A17","V6","00001","*","method","infinity","MAKESTRING",".",">>>","""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">O>","""=="" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE","20","*-*","else","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE","20","*-*","values[name] = value","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","VALUES => ""a Directory""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","VALUE => ""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">A>","""The positive infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","NAME => ""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A16","V3","00001","*","method","GlobalVariable","DECLARE",".",">A>","""INFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE","40","*-*",".GlobalVariable~declare(""COMPLEXINFINITY"", self~complex)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">E>",".GLOBALVARIABLE => ""The GlobalVariable class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">L>","""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">A>","""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">V>","SELF => ""The infinity class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">M>","""COMPLEX"" => ""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A12","V4","00001","*","method","infinity","INITIALIZE",".",">A>","""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A18","V3",".",".","method","GlobalVariable","DECLARE",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE","16","*-*","expose values","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE","17","*-*","use strict arg name, value","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">>>","""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">=>","NAME <= ""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">>>","""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">=>","VALUE <= ""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE","18","*-*","name = name~upper","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","NAME => ""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">M>","""UPPER"" => ""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">>>","""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">=>","NAME <= ""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE","19","*-*","if name == value","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","NAME => ""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","VALUE => ""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A19","V7",".",".","method","infinity","MAKESTRING",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A19","V7","00001","*","method","infinity","MAKESTRING","80","*-*","return self~objectName","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A19","V7","00001","*","method","infinity","MAKESTRING",".",">V>","SELF => ""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A19","V7","00001","*","method","infinity","MAKESTRING",".",">M>","""OBJECTNAME"" => ""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A19","V7","00001","*","method","infinity","MAKESTRING",".",">>>","""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/infinity.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">O>","""=="" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE","20","*-*","else","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE","20","*-*","values[name] = value","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","VALUES => ""a Directory""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","VALUE => ""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">A>","""The complex infinity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">V>","NAME => ""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A18","V3","00001","*","method","GlobalVariable","DECLARE",".",">A>","""COMPLEXINFINITY""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/novalue.cls",".",
"T1","A20",".",".",".","routine",".","<prolog>",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/array.cls",".",
"T1","A21",".",".",".","routine",".","<prolog>",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/collection.cls",".",
"T1","A22",".",".",".","routine",".","<prolog>",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A22",".",".",".","routine",".","<prolog>","50","*-*",".complex~initialize","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A22",".",".",".","routine",".","<prolog>",".",">E>",".COMPLEX => ""The COMPLEX class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A23","V8",".",".","method","COMPLEX","INITIALIZE",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A23","V8","00001","*","method","COMPLEX","INITIALIZE","62","*-*","self~i = self~new(0, 1)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A23","V8","00001","*","method","COMPLEX","INITIALIZE",".",">V>","SELF => ""The COMPLEX class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A23","V8","00001","*","method","COMPLEX","INITIALIZE",".",">V>","SELF => ""The COMPLEX class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A23","V8","00001","*","method","COMPLEX","INITIALIZE",".",">L>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A23","V8","00001","*","method","COMPLEX","INITIALIZE",".",">A>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A23","V8","00001","*","method","COMPLEX","INITIALIZE",".",">L>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A23","V8","00001","*","method","COMPLEX","INITIALIZE",".",">A>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A24","V9",".",".","method","COMPLEX","INIT",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A24","V9","00001","*","method","COMPLEX","INIT","72","*-*","expose real imaginary                       /* expose the state data          */","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A24","V9","00001","*","method","COMPLEX","INIT","73","*-*","use arg first, second                       /* access the two numbers         */","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A24","V9","00001","*","method","COMPLEX","INIT",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
"T1","A24","V9","00001","*","method","COMPLEX","INIT",".",">=>","FIRST <= ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/complex.cls",".",
